I want to die.;mi wile moli.
Tony stood at the door.;jan Toni li lon lupa tomo.
Sisters should not quarrel.;jan sama o toki utala ala.
Siblings should not quarrel.;jan sama o toki utala ala.
Sisters should not quarrel.;jan sama mute o utala toki ala.
Siblings should not quarrel.;jan sama mute o utala toki ala.
Tom found the experience enjoyable.;pilin li musi tawa jan Ton.
I only want what's best for you.;wile mi la sina jo e pona taso.
I was in command.;mi lawa.
Tom always flies economy class to save money.;tenpo ali la jan Ton li kepeken nasin pi mani lili lon tomo tawa kon tawa ni: ona li awen e mani.
Don't be greedy.;o wile wawa ala e mani.
Everyone knows you're rich.;jan ali li sona e ni: sina jo e mani mute.
That's significant.;ni li suli.
You can't give me orders.;sina ken ala lawa e mi.
Please let go of my hand.;o pini poki e luka mi.
Who's going to tell Tom he can't go with us?;jan seme li toki e ni tawa jan Ton: ona li ken ala tawa poka mi mute?
I'm not giving you any money.;mi pana e mani ala tawa sina.
She became a postman.;pali ona li kama ni: ona li pana e lipu toki tawa jan.
The prospects aren't very bright.;mi pilin e ni: tenpo kama li pona ala anu pona lili.
Are you sick?;sina pilin ike ala ike?
This city is in the USA.;ma tomo ni li lon ma Mewika.
They are gathering nuts.;ona li alasa e kili kiwen.
We're like sisters.;mi mute li sama jan sama.
We're like siblings.;mi mute li sama jan sama.
We were like siblings.;mi mute li sama jan sama.
We were like sisters.;mi mute li sama jan sama.
Tell me about the incident.;o toki tawa mi. seme li lon?
Far from being a failure, it was a great success.;ni li pakala ala. ni li pona mute kin.
Is it yours?;ni li ijo sina ala sina?
The wind sure is cold.;kon tawa ni li lete a.
Tom is my son's friend.;jan Ton li jan pona pi jan lili mi.
Do you need to drink wine?;ni li wile ala wile: sina moku e telo nasa loje?
It had come to a full stop.;ni li pini kin.
You can't leave me hanging like that!;sina ken ala awen e mi lon sewi ike ni.
He always looked happy, but never was.;lukin la tenpo ale la ona li pilin pona. taso tenpo ala la ona li pilin pona.
I've done that all my life.;mi pali e ni lon tenpo mi ale.
I've done this all my life.;mi pali e ni lon tenpo mi ale.
His stepmother is my sister-in-law.;meli olin pi mama ona li meli sama pi jan olin mi.
The king was a great huntsman.;jan lawa li ken alasa pona e soweli.
We'll write a letter.;tenpo kama la mi mute li sitelen e lipu.
Cross me off the list!;o weka e nimi mi tan lipu pi nimi mute.
The air today is damp and cold. The sky is cloudy, and it looks like rain.;kon telo en kon lete li lon. kon telo sewi li weka e suno. tawa lukin la telo sewi li kama.
I need a bag to carry it in.;mi wile e poki tan ni: mi wile tawa e ijo lon poki.
Are there any parks in the town?;ma kasi li lon ala lon ma tomo ni?
Are there any parks in the town?;ma tomo ni li jo e ma kasi anu seme?
Does the wall have any windows?;sinpin tomo ni li jo e lupa tomo anu seme?
Does the wall have any windows?;sinpin tomo ni li jo ala jo e lupa tomo?
There are two chairs next to the table.;supa tu pi monsi anpa li lon poka pi supa moku.
Tom's a mediocre painter.;jan Ton li pali e sitelen musi la pali ona li pona lili taso.
Henry is at home.;jan Enli li lon tomo ona.
Baby elephants are cute.;soweli nena lili li suwi.
Dumb people like Dan can be found everywhere.;sina ken kama lukin e jan pi sona lili sama jan Tan lon ale.
I've been here before.;tenpo pini la mi lon ni.
Carry me.;o tawa e mi.
Who else knows about this?;jan seme kin li sona e ni?
Do you want to open up your own restaurant?;sina wile open e tomo moku sina anu seme?
If I have to listen to Mary's twaddle any further, I'll get mad.;jan Mali li toki mute. mi kama nasa tan ni. mi wile kute ala e toki ni.
Images are the books of the illiterate.;lipu mute li ijo pi jan sona. sitelen ijo li lipu mute pi jan sona ala.
Reading books ceased to be the privilege of a minority.;tenpo pini la jan sona li sona pi lipu mute. tenpo ni la jan ali li jo e sona ni.
Are you going to use this?;sina wile pali kepeken ona anu seme?
Will you use this?;sina wile ala wile pali kepeken ni?
He is impeccable.;ali ona li pona mute. ala ona li ike.
I love such moments.;tenpo ni li pona tawa mi. tenpo ante li sama e ona li pona sama.
Take advantage of the moment!;tenpo ni li pona tawa pali ni. o awen ala!
The frost was such that the birds fell on the fly.;kon li lete mute. waso li tawa lon kon li moli tan lete. waso moli li tawa tawa anpa.
I see your horse.;mi lukin e soweli tawa sina lon.
Mary is a proud warrior.;jan Mali li jan utala. Ona li pilin pona tan ni.
Do you travel by sea or by air?;nasin sina li lon kon sewi anu lon telo suli?
Do you travel by sea or by air?;sina tawa kepeken tomo tawa lon kon anu tomo tawa lon telo suli?
Told ya so!;tenpo pini la sina kute ala e toki mi. tan ni la sina pakala.
Where is the rubber duck?;waso telo musi ko li lon seme?
Tom put on rubber gloves.;jan Ton li len e len luka ko.
Do you smell rubber burning?;sina pilin ala pilin e kon pimeja pi ko seli suli?
I want to sleep! Rather than live I want to sleep!;mi wile lape a! ken la mi moli. taso mi wile kin lape.
She doesn't understand the slang used by young people.;toki pakala pi jan lili li nasa tawa ona.
He could not come because he was sick.;ona li ken ala kama tan ni: ona li pilin ike.
Can I say it here?;mi ken ala ken toki e ni lon ni?
I hate cooking. How about you?;mi pilin ike tawa pali e moku. en sina pilin seme?
Tom won't need this.;jan Ton li wile ala e ni.
You should notify the police at once.;sina wile toki tawa jan utala pi jan lawa.
Ask any woman.;o toki tawa meli ali. la lon ala lon e ni?
They're excellent.;ona mute li pona suli.
They're evil.;ona mute li ike.
They're everywhere.;ona mute li lon poka en weka en ma ali.
They're everywhere.;ona mute li lon ma ali.
Why don't I show you?;mi pali ala e ni: sina ken lukin e ona. tan seme?
Aren't you rich?;sina jo e mani mute ala mute?
Do you want to open up your own restaurant?;sina wile ala wile open e tomo moku sina?
Mary intends not to give birth to more than two children.;jan Mali li wile jo e jan lili wan anu tu. ona wile ala jo e jan lili mute.
Who will be the first to live until the birth of his great-great-great-grandson?;mi wile sona e jan mama mama mama mama pi jan lili ona.
They're everywhere.;ona mute li lon ali.
The air today is damp and cold. The sky is cloudy, and it looks like rain.;tenpo suno ni la kon li telo li lete. sewi li jaki. ken la telo li tawa tan sewi.
Mary cannot have children.;jan Mali li ken ala mama.
Mary cannot have children.;jan Mali li ken ala jo e jan lili.
Maria just smiled at this insult, and you should, too.;jan Mewi li pali uta musi lili tawa toki ike ni. sina wile li pali lon ala e ni!
Is it still going to rain today?;tenpo suno ni la telo sewi sin li tawa anpa anu seme?
I had a suit tailored for me.;mi jo e len pona. jan pali len li pali ona tawa mi.
Do not pelt your dog with stones, so the neighbors will not imitate you.;o weka ala e kiwen tawa soweli sina la jan poka sina li sama e pali sina.
The chimpanzee is a friendly and clever animal that can quickly imitate and learn many things.;soweli jan pi kasi suli li pona li ken pali sama jan li ken kama sona e ijo mute lon tenpo lili.
Did you enjoy the movie you saw last night?;tenpo suno pini la sina lukin e sitelen tawa. ona li pona ala pona tawa sina?
The towels are dirty.;len pi weka telo li jaki.
Bring me a cup of coffee, please.;o pana e telo pimeja tawa mi.
Maybe we should wait till everyone gets here before we start.;ken la mi mute li wile awen tawa ni: jan ale li kama. ni li pini la mi mute li ken open.
I didn't tell him everything.;mi toki ala e ale tawa ona.
I was very busy last week.;tenpo esun pini la mi pali mute.
An American spoke to me at the station.;jan Mewika li toki tawa mi lon tomo pi tomo tawa.
I have enough money to buy a car.;mi jo e mani pi mute ni: mi ken kama jo e tomo tawa kepeken ona.
I must do it now.;mi wile pali e ni lon tenpo ni.
Tom is unhurt.;jan Ton li pakala ala.
Tom's unharmed.;jan Ton li pakala ala.
Tom wasn't hurt.;jan Ton li pakala ala.
Tom isn't hurt.;jan Ton li pakala ala.
Tom is a very decent fellow.;jan Ton li mije pi pona mute.
Do you have the key to this suitcase?;sina jo ala jo e ilo open pi poki ni?
I don't know why Tom doesn't want me to do that.;jan Ton li wile ala e ni: mi pali e ni. mi sona ala e tan ni.
I'd like to stay here with Tom.;mi wile e ni: mi lon ni li lon poka pi jan Ton.
Tom wants to be loved.;jan Ton li wile e ni: jan li olin e ona.
I'm all alone here.;mi wan taso li lon ni.
I'd like to stay here with Tom.;mi wile awen lon ni poka jan Ton.
I learned a new word today.;tenpo suno ni la mi kama sona e nimi wan sin.
Life is full of dangers.;jan li ken pakala tan tan mute.
When do you usually go to bed?;nasin la sina kama lape lon tenpo seme?
When do you usually go to bed?;nasin la sina open lape lon tenpo seme?
Tom put too much sugar in my coffee.;jan Ton li pana e suwi mute lon telo pimeja mi.
I don't want to cook.;mi wile ala seli e moku.
Stop acting like a spoiled child.;o pini pali sama jan lili pakala.
Tom told me he felt bad about that.;jan Ton li toki e ni tawa mi: ona li pilin ike tan ni.
I didn't get them.;mi kama ala jo e ona.
I didn't get them.;mi sona ala e ona.
There are some apples in that box.;kili li lon poki ni.
I'm glad that's done.;mi pilin pona tan ni: ni li pini.
When do you work?;sina pali lon tenpo seme?
When do you work?;tenpo seme la sina pali?
He entered the army.;ona li tawa kulupu utala.
Tom ate all his meals in his room.;jan Ton li moku e moku ona ale lon tomo ona.
Give me your money.;o pana e mani sina tawa mi.
Can you smell anything?;sina pilin ala pilin e kon ijo?
Who's the person in charge?;jan seme li lawa?
What're your plans for the weekend?;sina wile pali e seme lon tenpo suno pi esun ala?
Tom is present.;jan Ton li lon.
Tom likes chocolate.;suwi li pona tawa jan Ton.
We should try that.;mi mute li wile lukin pali e ni.
Tom drives his parents' car.;jan Ton li kepeken tomo tawa pi mama ona.
Is this Tom?;ni li jan ala jan Ton?
Tom translated the document into French.;jan Ton li ante e toki lipu tawa toki Kanse.
Tom was the first.;jan Ton li jan nanpa wan.
Does Tom have a fever?;jan Ton li seli ala seli?
If I don't go, who will?;mi tawa ala la jan seme li tawa?
We've got to warn Tom about that.;mi mute li wile toki e ni tawa jan Ton.
Did you wait for Tom?;sina awen ala awen tawa jan Ton?
Tom is helping me right now.;tenpo ni kin la jan Ton li pana e pona tawa mi.
Tom is helping me right now.;jan Ton li pana e pona tawa mi lon tenpo ni kin.
Tom said you were good.;jan Ton li toki e ni: sina pona.
You're going to have fun.;musi li kama tawa sina.
You're going to have fun.;musi li kama.
I wasn't punished.;ike ala li kama tan ike mi.
Mary asked me to pretend to be her boyfriend.;jan Mewi li wile e ni: mi pali sama jan olin ona.
We sat there.;mi mute li awen lon ni.
Talk to me if you want.;sina wile toki tawa mi la o toki.
That's what I was trying to tell you.;mi lukin toki e ni kin tawa sina.
This is the guest room.;ni li tomo pi jan kama.
I learned a new word today.;tenpo suno ni la mi kama sona e nimi sin.
You look fine.;sina pona lukin.
The government should invest more money in agriculture.;kulupu lawa li pana e mani lili tawa pali ma. ona li wile pana e mani mute.
I don't want you to give me any money.;mi wile ala e ni: sina pana e mani tawa mi.
I appreciate the offer, but I can't accept it.;wile sina li pona. taso mi ken ala pali e ona.
I still want to marry Tom.;mi wile wan kin poka jan Ton.
Tom had lots of fun at the party.;jan Ton li jo e musi mute lon tenpo musi.
Just go away.;o tawa.
What do you guys want to do?;sina mute li wile pali e seme?
I don't think you need it.;tawa mi la sina wile ala e ona.
This article is badly written.;toki sitelen ni li ike.
Come with us.;o kama poka mi mute.
Tom doesn't read anything.;jan Ton li lukin ala e lipu.
Money changes people.;mani li ante e jan.
It's considered to be an important matter.;ni li suli tawa jan.
The refrigerator was empty.;ala li lon poki lete.
Thank you for being so cooperative.;sina pona tan ni: sina pana e pona mute tawa jan ante.
This is exactly what I wanted to happen.;mi wile e ni: ni li kama.
I think Tom hates the way I sing.;mi pilin e ni: nasin pi kalama musi mi li ike tawa jan Ton.
Isn't that why you're here?;sina lon ni tan ni anu seme?
I'll make tea for you.;mi pali e telo kasi seli tawa sina.
There's an orange on the table.;kili li lon supa.
I can't believe it's true.;ni li lon ala tawa mi.
Doesn't that smell great?;kon pi ijo ni li pona mute anu seme?
Tom finally got Mary's attention.;pini la jan Mewi li kute e jan Ton.
Tom never goes out in his canoe alone.;tenpo ale la jan Ton li tawa lon ilo tawa telo ona poka jan ante.
Tom's younger brother is dating Mary's older sister.;jan sama lili pi jan Ton li olin e jan sama suli pi jan Mewi.
Tom showed me what he meant.;jan Ton li pana e sona pi toki ona tawa mi.
This is the camera I bought yesterday.;tenpo pini la mi kama jo e ilo sitelen ni.
Tom offered Mary a drink of water, but she refused.;jan Ton li wile pana e telo lili tawa jan Mewi. taso ona li wile ala kama jo.
We have a nice house.;mi mute li jo e tomo pona.
Tom is hungry.;jan Ton li wile moku.
I do not believe in the existence of God.;mi pilin e ni: jan sewi li lon ala.
You can ask Tom. He saw it, too!;sina ken toki e wile sona tawa jan Ton. ona kin li lukin e ni a!
It doesn't taste as good as it looks.;ona li pona mute lukin li pona lili moku.
It may save your life.;ken la sina lon sin tan ni.
Mt. Fuji is a beautiful sight at sunset.;suno li tawa anpa la nena Pusi li pona lukin.
She finally read War and Peace.;"ona li pini lukin e lipu musi ""jan li utala li utala ala""."
Who can help me?;jan seme li ken pana e pona tawa mi?
Can you help?;sina ken ala ken pana e pona?
I can't figure out why you don't like jazz.;kalama musi Sasu li ike tawa sina. mi sona ala e tan.
Tom thinks Mary is here.;jan Ton li pilin e ni: jan Mewi li lon ni.
Nobody is scared of Tom.;jan ala li pilin monsuta tan jan Ton.
It's interesting that you speak French. I also speak it.;sina ken kepeken e toki Kanse. ni li musi. mi kin li ken kepeken e ona.
Tom took Mary to the hospital.;jan Ton li tawa e jan Mewi tawa tomo pi pilin ike.
Do you like to write?;sina pali e sitelen toki la ni li pona ala pona tawa sina?
Tom wanted to name his son John.;jan Ton li wile pana e nimi Jokan tawa mije lili ona.
Is your daughter a student?;meli lili sina li kama ala kama sona e sona mute?
Mr Wilson is proud of his house.;jan Winson li pilin pona tan tomo ona.
Where is the currency exchange office?;tomo mani li lon seme?
Why is everyone looking at us?;tan seme la jan ale li lukin e mi mute?
The children are asleep.;jan lili li lape.
I am having a shower.;mi telo e mi.
Tom looked at the old photographs.;jan Ton li lukin e sitelen pi tenpo pini.
Another world is possible.;kulupu pi jan ali li ken kama ante.
Who is your enemy?;jan seme li jan ike sina?
Everybody needs to know.;jan ali li wile li jo e sona ni.
Why can't you accept me for who I am?;ken la mi ike tawa sina. taso mi wile ala ante.
My jacket is not the same as yours.;len mi en len sina li sama ala.
That was painful to watch.;jan li lukin e ni li pilin ike.
We are all lucky.;mi ali li pilin pona nasa.
I would only believe in a God that knows how to dance.;mi ken kama pilin taso e mama sewi li ken tawa musi.
Supposing truth is a woman - what then?;pilin e ni: lon li meli la seme li kama lon?
He who fights with monsters should look to it that he himself does not become a monster. And when you gaze long into an abyss the abyss also gazes into you.;jan ni li utala e akesi suli. ona li selo e sama ona li kama ala sama akesi suli. tenpo suli la sina lukin lon anpa la anpa li lukin kin lon sina insa.
What is done out of love always takes place beyond good and evil.;tenpo ali la pali olin li awen lon poka ante tan pona en ike.
The best weapon against an enemy is another enemy.;jan ike tan jan ike ante li ilo utala pi pona mute ali.
That which does not kill us makes us stronger.;ni seme li pana ala e moli ona mute li pana e wawa li kama suli tawa ona mute.
I ate caviar.;mi pini moku e moku pi sike mama kala.
Do you like fish?;kala li pona ala pona tawa sina?
You should eat more fruit.;o sina wile moku mute e kili.
We don't have any more bread.;ona mute li jo ala e pan.
I'm sick and tired of hamburgers.;moku Anipulikelo li ike mute tawa mi.
They are melons.;ni li kili Melono.
We are going downtown to eat pizza.;mi tawa insa pi ma tomo tan ni: mi wile moku e pan sike.
Two vanilla ice creams please.;o pana e suwi lete tu.
Watermelons are in season now.;ni li tenpo pi kili Melono.
When were potatoes introduced into Japan?;tenpo seme la kili ma li kama lon ma Nijon?
Hello, I'm Tomoko Sato from Japan.;toki! mi jan Tomoko Sato tan ma Nijon.
You don't have the right.;sina ken ala.
I want the same.;mi wile e sama.
I don't want to tread on anyone's toes.;mi wile ala pakala e jan.
He's an old hand.;ona li jan sona pi tenpo sike mute.
The Germans are very crafty.;jan Tosi li pali lon pimeja. sama lili la jan Tosi li sona.
Diamonds are a girl's best friends.;kiwen pi mani mute li jan pona tawa meli.
Women are always buying hats.;tenpo ale la meli li kama jo e len lawa lon esun.
Where's my mama?;lon seme li mama meli mi?
Change the record.;o ante e sike musi.
She hangs on his every word.;toki ali pi ona mije li pona mute tawa ona meli.
Go outside.;o tawa tan tomo!
May I talk to Ms. Brown?;mi ken ala ken toki tawa jan Pow?
Could you call again later, please?;pona sina la sina ken ala ken kepeken sin e ilo toki lon tenpo kama?
Who am I talking with?;pona. mi toki tawa jan seme?
Please connect me with Dr. White.;o lawa e mi tawa jan Wawi.
Who is this, please?;ni li jan seme?
Who is calling, please?;pona sina la mi toki tawa jan seme?
I want to speak to Mr. Sato, please.;mi wile toki tawa jan Sato.
Hold on a second, I'll be right back. Don't hang up!;o awen. mi kama sin pi tenpo lili. o pini ala.
Hold on a moment, please.;pona sina la tenpo lili la o awen.
You can reach me at this number.;sina wile toki tawa mi la sina ken kepeken e nanpa ni.
I am afraid you have the wrong number.;sina kepeken e nanpa ike.
Is it for here?;sina wile moku e ni anu seme?
Is that to eat here or take out?;sina moku e ni anu lon ma?
Is it to go?;moku lon ma anu seme?
Family is family.;mama li mama.
The dream is over.;sitelen lape li pini.
This computer is obsolete.;ilo sona ni li ijo pi tenpo pini.
Whoso wishes to touch him let him beware, for he will have to do with me!;jan seme li wile utala e ona? o lukin tawa mi. mi utala e jan ni.
Let's try something.;mi mute o kama pali e ijo.
Life itself is your teacher, and you are in a state of constant learning.;lon li jan sina pi pana sona la tenpo ale la sina kama sona.
The science makes me sleepy.;mi kama lape tan nasin sona ni.
One who wants to belong to himself can't look nice.;jan li wile jan pi ona sama, la ona li ken ala lukin pona.
I spit on you.;mi toki telo e telo uta tawa sina kepeken uta mi.
Icarus flew on crafted wings.;jan Ikalu li tawa sewi kepeken ilo pi luka waso.
Medusa turned a man into a stone with her stare.;mama sewi Metusa li lukin e jan la mije li kama sama e kiwen.
Pegasus has wings.;soweli sewi Pekasu li jo e luka waso.
Is there way to manage this man?;nasin seme la mi ken lawa e mije ni?
Those who live in glass houses should not throw stones.;jan li lon tomo pi kasi kama la jan o tawa ala e kiwen lon sewi.
The early bird catches the worm.;waso pi tenpo lili li kama jo e pipi.
Pandora's box is bad for the World.;poki pi mama sewi Pantowa li ike tawa ma ali.
I don't need your protection.;mi wile e ni: sina pana ala e pona tawa mi.
We can't protect them.;mi mute li ken ala awen e ona mute.
Condoms offer protection against STDs.;len unpa pi palisa sijelo mije li pana e awen tan ike sijelo unpa.
It’s getting dark. Come back inside.;pimeja li kama. o tawa sin insa tomo.
Whose car is this?;jan seme li jo e tomo tawa ni?
Whose car is that?;jan seme li lawa e tomo tawa ni?
How can you have a laptop, but no mobile?;tan seme la sina jo e ilo sona lili. taso ilo toki ala?
How can you have a laptop, but no mobile?;nasin seme la sina jo e ilo sona e ilo toki ala?
What do you want?;sina wile e seme?
She doesn't want to talk about it.;ona li wile ala toki tan ni.
She doesn't want to talk about it.;ona meli li wile ala toki tan ni.
I want a piece of candy.;mi wile e suwi.
I don't want it anymore.;mi wile ala sin e ni.
Neither now nor in the future!;ala tenpo ni anu ala tenpo ali.
Neither today nor ever!;tenpo ni ala anu tenpo ali ala.
Why don't we go home?;tan seme la mi mute li tawa ala lon tomo mi?
I do this too.;mi kin li pali e ni.
I know everything.;mi sona e ali.
You like it, don't you?;ni li pona tawa sina anu seme?
Italy is a very beautiful country.;ma Italija li ma pona mute.
English is full of Romance words.;toki Inli li jo e nimi mute pi toki Lasina.
That's my sister's camera.;ni li ilo pi sitelen suno. meli sama mi li jo e ona.
What does Tom have against you?;sina ike tawa jan Ton tan seme?
Tell him I'm busy.;o toki e ni tawa ona: mi pali.
Would you draw me a map?;o pali e sitelen ma tawa mi.
Tom let me sing.;jan Ton li ken e ni: mi kalama musi.
You can stay at my house.;sina ken awen lon tomo mi.
I love my wife.;mi olin e meli mi.
Close the door when you leave.;sina tawa ma, la o pini e lupa.
Stop criticizing me!;o pini e toki kiwen tawa mi.
Take good care of yourself.;o lukin tawa sina.
Make yourself at home.;o pilin sama ni: sina lon tomo sina.
My hands and feet always feel cold.;tenpo ali la luka en noka mi li pilin lete.
Please don't cry.;o kepeken ala wan telo.
Tom looks at her without saying anything.;jan Ton li lukin e ona li toki ala.
Australia isn't Austria.;ma Oselija li ma Esalasi ala.
That's true, isn't it?;ni li lon anu seme?
A person views things differently according to whether they are rich or poor.;jan pi mani mute en jan pi mani lili li pilin ante.
We don't get along.;mi tu li jan ike.
We don't get along.;mi mute li jan ike.
We're enemies.;mi mute li jan ike.
We're enemies.;mi tu li jan ike.
Can you talk?;sina ken ala ken toki?
Why is Tom absent?;jan Ton li lon ala tan seme?
I'm going back to the synagogue.;mi tawa sin tomo sewi.
I'm going back to the synagogue.;mi tawa sin tomo pi nasin sewi Juta.
The wolf howls.;soweli li mu.
A wolf is howling.;soweli li mu.
Tom is not home.;jan Ton li lon ala tomo ona.
Tom isn't home.;jan Ton li lon ala tomo ona.
Why are you in my room?;sina lon tomo lape mi tan seme?
We have a nice house.;mi tu li jo e tomo pona.
I like English, but I cannot speak well.;toki Inli li pona tawa mi. taso mi ken ala toki pona kepeken ona.
I am learning Japanese.;mi kama sona e toki Nijon.
I don't have kids.;mi jo ala e jan lili.
I don't have children.;mi jo ala e jan lili.
Lucy is American.;jan Lusi li jan pi ma Mewika.
Lucy is an American.;jan Lusi li jan pi ma Mewika.
I'm able to swim.;mi ken tawa lon telo.
The sky is blue.;sewi li laso.
I hear music.;mi kute e kalama musi.
Some people have likened Esperantism to a cult, but soon the time will come when Zamenhof returns and punishes them for this sacrilege.;jan mute li toki e ni: toki Epelanto li sama nasin sewi nasa. taso tenpo kama la jan Sameno li kama sin li utala e ona ali tan pali ike ni.
Some people have compared Esperantism to a cult, but soon there will come a time when Zamenhof returns and punishes them for this sacrilege.;jan mute li toki e ni: toki Epelanto li sama nasin sewi nasa. taso tenpo kama la jan Sameno li kama sin li utala e ona ali tan pali ike ni.
Where are Tom and Mary planning to go?;jan Ton en jan Mewi li wile tawa seme?
God is great.;sewi li suli.
Hear, O Israel. The Lord is our God. The Lord is One.;kulupu Isale o kute e ni. sewi li sewi mi. sewi li wan.
I listen carefully to my religious community.;mi kute wawa e kulupu pona pi jan sewi pona mi.
The insect wants to have sex.;pipi li wile unpa.
The insect moves in a sexy way.;pipi li tawa lukin unpa.
The insect's mouth moves in a sexy way.;uta pipi li tawa unpa.
God is mighty.;jan sewi li wawa.
God is mighty.;Sewi li wawa.
Will he get well soon?;tenpo kama lili la ona li kama ala kama pona?
I speak, therefore I am.;mi toki, la mi lon.
She is looking at my beautiful picture.;ona li lukin e sitelen pona mi.
Would you like to talk with mom?;sina wile ala wile toki e mama meli?
Can I see your passport?;mi ken ala ken lukin e lipu wawa sina pi jan tawa?
How many years are there in a century?;sike suno pi mute seme li lon sike suno ale?
Tom isn't afraid of us.;jan Ton li pilin ala monsuta tan mi mute.
Everyone left, except for us.;jan ali li tawa weka la taso mi mute li awen.
We are from Germany.;mi mute li tan ma Tosi.
Do you think this is interesting?;ni li musi ala musi tawa sina?
Please don't die!;o moli ala a!
An owl is on the roof.;waso li lon sewi tomo.
You farted.;monsi sina li pana e kon jaki.
He is ugly.;ona li ike lukin.
Fuck your opinion.;pilin sina li ike tawa mi.
Fuck your guys's opinion.;pilin sina li ike tawa mi.
This house is mine.;tomo ni li ijo mi.
This house and this land are mine.;tomo ni en ma ni li ijo mi.
Tom went to an amusement park.;jan Ton li tawa ma musi.
I can hardly hear you.;mi ken kute pi lili taso e sina.
Tom said he didn't want to say anything about that.;jan Ton li toki e ni: ona li wile ala toki e ijo pi ijo ni.
I want to finish what I started here.;ni la mi open e ijo. mi wile pini e ona.
I can't live without you.;mi ken ala lon ala poka sina.
Tom should've eaten breakfast.;jan Ton o moku lon open pi tenpo suno.
We want Tom to sing with us.;mi wile e ni: jan Ton li kalama musi uta lon poka mi.
Tom needs to be careful not eat too much.;jan Ton li wile lukin moku ala pi mute ike.
Tell him I'm on my way.;o toki e ni tawa ona: mi lon nasin.
You guys can do it if you try.;sina lukin, la sina ken pali pona.
Where did Joe go?;jan So li tawa seme?
Can you come pick me up?;sina ken tawa mi, sina ken kama jo e mi anu seme?
I have just one more question.;mi jo e wile sona sin wan taso.
She tried to kill herself many times.;ona li lukin moli e ona sama lon tenpo mute.
We will have to postpone the meeting.;mi wile lon tenpo pi suli mute e kama kulupu.
Tom seems to be healthy.;tawa lukin la sijelo pi jan Ton li pona.
When are they going to put the book on the market?;tenpo seme la jan li pana e lipu lon esun?
That's plausible.;ni li ken.
Everything in the world is connected to everything else.;ale li lon linja pi ijo ante ale.
Tom was good with people.;jan Ton li pona tawa jan.
I believe in you.;mi pilin wawa e pona sina.
I'm sure you're correct.;mi sona e ni: sina toki pona.
I don't want your help.;mi wile ala e ni: sina pana e pona tawa mi.
This sentence is false.;linja nimi ni li ike.
The girl lacked musical ability.;jan lili li sona ala kalama musi.
Tom is helping me do that as well.;sama ni la jan Ton li pana e pona tawa mi lon poka ni: mi pali e ni.
Tell him you'd like to help.;o toki e ni tawa ona: sina wile pana e pona.
Check your dictionary.;o kepeken lipu sina pi nimi ale.
I'm not going to tell Tom.;mi toki ala e ni tawa jan Ton.
How many lines are there in this paragraph?;linja nimi pi mute seme li lon nimi mute ni?
Did you open the box?;sina open e poki anu seme?
I thought Tom might do that.;mi pilin e ni: ken la jan Ton li ken pali e ni.
Sami left his residence to go to work.;jan Sami li tan tomo li tawa tomo pali.
Get her on the phone.;o toki tawa ona kepeken ilo toki.
Tom told me that I should go back to Boston.;jan Ton li toki e ni tawa mi: mi o tawa sin tawa ma tomo Pasen.
Can I park here?;mi ken pana e tomo tawa mi lon ni anu seme?
Who are those three men?;mije mute ni li jan seme?
Mary came home drunk last night.;jan Mewi li kama lon tomo lon tenpo pimeja pini li nasa tan telo nasa.
The TV remote control is under the couch.;ilo lawa pi sitelen tawa li lon noka supa.
It is not her looks that is important but her ability.;pona lukin ona li suli ala, taso sona ona li suli.
Mix Tom a drink.;o lon e telo nasa tawa jan Ton.
Let me kiss you one last time.;o ken e ni: mi uta e sina lon tenpo sin nanpa pini.
Let me take care of that.;o ken e ni: mi lukin pana e pona tawa sina.
Please tell Mary that I'll do that for her.;o toki e ni tawa jan Mewi: mi pali e ni tawa ona.
Tom said he doesn't need a chauffeur.;jan Ton li toki e ni: ona li wile ala e jan lawa pi tomo tawa.
That's not what it means.;ni li kon ona ala.
I had a stroke.;lawa mi li kama pakala.
Who's going to make sure that things are going to get done the way that they should?;jan seme li kama e ni: jan li pali lon nasin pona?
This is the second time I've flown.;ni li tenpo nanpa tu ni: mi tawa lon kon.
That music gets on his nerves.;kalama musi ni li pana e wile utala tawa pilin ona.
Tom thinks I can do the job.;jan Ton li pilin e ni: mi ken pali e ni.
Where is the ice cream man?;seme la jan pi suwi lete li lon?
He was roused by a knocking at the door.;ona li awen ala lape tan ni: jan li kalama kiwen e lupa tomo.
That's very good.;ni li pona mute.
We can help you find them.;mi ken pana e pona tawa ni: sina kama jo e ona.
What's the highest mountain in the world?;nena pi suli nanpa wan li seme?
The train was very crowded.;jan mute li lon insa pi tomo tawa linja.
Tom saw Mary today.;jan Ton li kama lon jan Mewi lon tenpo suno ni.
No one does that.;jan ala li pali e ni.
I've asked Tom not to do that.;mi toki e ni tawa jan Ton: ona o pali ala e ni.
I knew that he lies.;mi sona e ni: ona li toki pi lon ala.
It's under the table.;ona li lon noka supa.
What happened isn't a secret.;kama pi ijo ni li sona len ala.
It's a major tourist attraction.;jan tawa mute pi tenpo musi li tawa ona.
That's nothing but a figure of speech.;ni li nasin toki taso.
I want to study Japan's history at university.;mi wile kama sona e tenpo pini pi ma Nijon lon tomo sona.
Mary is now home with her family.;tenpo ni la jan Mewi li lon tomo li lon poka pi kulupu mama ona.
They wouldn't let anyone talk to me.;ona li weka e ken ni: jan li toki tawa mi.
